PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;SOORT DIPLOMA;2012 MAN;2012 VROUW;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66451;M Nederlands recht;voltijd onderwijs;master;wo master;80;116;110;179;78;173;90;134;55;118
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;wo master;12;23;11;13;20;7;14;17;13;11
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;wo master;2;0;2;3;1;1;0;3;1;2
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;wo master;6;11;5;8;5;19;6;20;5;10
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;wo bachelor;1;7;1;2;2;1;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;wo bachelor;4;11;4;6;5;5;4;7;3;7
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;4;5;4;9;8;13;6;6;6;5
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;wo bachelor;44;29;54;24;64;27;59;30;47;25
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;bachelor;wo bachelor;1;7;0;4;4;3;1;2;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;bachelor;wo bachelor;4;16;8;22;2;15;4;12;5;21
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;wo bachelor;15;9;23;15;24;7;14;20;15;12
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;bachelor;wo bachelor;0;1;0;5;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;wo bachelor;0;1;2;2;0;3;1;1;0;2
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56801;B Taal- en Cultuurstudies;voltijd onderwijs;bachelor;wo bachelor;2;10;2;8;1;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;wo bachelor;4;10;3;4;2;9;2;14;1;14
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;6;28;1;28;9;28;4;32;2;19
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;7;10;3;7;5;6;5;11;3;8
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;wo bachelor;17;36;10;49;18;47;15;49;22;50
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;wo bachelor;5;36;6;32;5;30;4;21;7;19
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;wo bachelor;2;11;5;14;2;15;2;9;3;6
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;wo bachelor;10;83;15;75;13;87;9;75;23;78
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;wo master;3;21;4;18;2;42;12;36;5;34
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;master;wo master;6;1;3;3;11;5;2;2;8;1
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60129;M Historische Wetenschappen: Ideologie, Mentaliteit en Maatschappelijke Praktijk (research);voltijd onderwijs;master;wo master;1;0;1;1;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60131;M Religiestudies;deeltijd onderwijs;master;wo master;3;7;0;2;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60131;M Religiestudies;voltijd onderwijs;master;wo master;2;7;0;2;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;master;wo master;2;1;1;4;2;2;8;1;1;4
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60176;M Bedrijfscommunicatie;voltijd onderwijs;master;wo master;3;2;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;deeltijd onderwijs;master;wo master;0;0;1;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;voltijd onderwijs;master;wo master;0;0;0;1;2;1;2;1;3;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60258;M Taal- en Spraakpathologie;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60295;M Kunst en Visuele Cultuur in Historisch Perspectief (research);voltijd onderwijs;master;wo master;0;0;0;1;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60301;M Language and Communication (research);voltijd onderwijs;master;wo master;0;4;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60326;M Letterkunde en Literatuurwetenschap: Nieuwe Filologie (research);voltijd onderwijs;master;wo master;1;2;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60501;M Theology;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60502;M Interreligieuze spiritualiteitsstudies;deeltijd onderwijs;master;wo master;2;6;5;3;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60502;M Interreligieuze spiritualiteitsstudies;voltijd onderwijs;master;wo master;0;1;0;1;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;master;wo master;5;46;9;41;6;41;5;28;6;29
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;master;wo master;2;0;1;4;1;2;0;2;2;3
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;wo master;4;38;6;40;15;41;10;46;7;41
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;wo master;1;1;1;0;2;2;1;3;7;3
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60821;M Oudheidstudies;voltijd onderwijs;master;wo master;3;11;2;10;9;8;3;5;3;7
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;wo master;5;6;8;8;13;6;13;7;14;10
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;master;wo master;2;2;4;3;2;3;2;3;3;4
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;wo master;0;2;2;3;1;9;3;5;2;2
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;wo master;4;7;3;16;8;14;4;12;13;14
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;wo master;0;0;2;2;0;7;1;0;0;1
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;master;wo master;4;2;7;10;7;13;7;3;3;8
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);65001;M Niederlande-Deutschland Studien (joint degree);voltijd onderwijs;master;wo master;0;2;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);65002;M Europese Studies (joint degree);voltijd onderwijs;master;wo master;5;2;2;7;6;7;2;9;5;8
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66003;M Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;master;wo master;2;2;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;wo master;42;14;39;28;42;22;44;13;39;22
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66041;M Islam en Arabisch;voltijd onderwijs;master;wo master;0;0;1;2;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66056;M Amerikanistiek;voltijd onderwijs;master;wo master;1;2;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66074;M Romaanse Talen en Culturen;voltijd onderwijs;master;wo master;0;4;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66806;M Engelse Taal en Cultuur;voltijd onderwijs;master;wo master;0;1;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66823;M Algemene Cultuurwetenschappen;voltijd onderwijs;master;wo master;3;3;0;0;0;0;0;0;0;0
Gelderland;268;NIJMEGEN;reguliere inst.;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;wo master;16;66;21;73;22;89;23;68;18;86
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);6641;Rurale ontwikkelingsstudies;voltijd onderwijs;initiële opleiding;wo ongedeelde opleiding;1;0;0;0;0;0;0;0;0;0
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50016;B Communicatie en Life Sciences;voltijd onderwijs;bachelor;wo bachelor;4;16;6;10;1;14;3;12;3;6
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50018;B Gezondheid en Maatschappij;voltijd onderwijs;bachelor;wo bachelor;1;18;4;22;4;39;7;48;7;49
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50100;B Internationaal Land- en Waterbeheer;voltijd onderwijs;bachelor;wo bachelor;23;17;26;8;31;15;18;16;32;26
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50101;B Economie en Beleid;voltijd onderwijs;bachelor;wo bachelor;5;6;10;3;13;4;13;9;15;4
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56219;B Bos- en Natuurbeheer;voltijd onderwijs;bachelor;wo bachelor;27;15;32;15;32;18;20;18;26;28
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56283;B Milieuwetenschappen;voltijd onderwijs;bachelor;wo bachelor;19;12;12;13;9;10;14;8;9;15
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56831;B Agrotechnologie;voltijd onderwijs;bachelor;wo bachelor;20;3;14;3;31;2;14;3;30;2
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56835;B Plantenwetenschappen;voltijd onderwijs;bachelor;wo bachelor;9;11;15;16;17;10;15;8;14;14
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56836;B Bedrijfs- en Consumentenwetenschappen;voltijd onderwijs;bachelor;wo bachelor;20;24;18;24;30;47;23;67;56;46
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56837;B Internationale Ontwikkelingsstudies;voltijd onderwijs;bachelor;wo bachelor;18;55;12;59;17;44;20;50;15;68
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56841;B Biotechnologie;voltijd onderwijs;bachelor;wo bachelor;25;13;32;13;31;14;23;17;42;14
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56848;B Landschapsarchitectuur en ruimtelijke planning;voltijd onderwijs;bachelor;wo bachelor;20;16;21;23;29;25;19;15;23;22
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56849;B Dierwetenschappen;voltijd onderwijs;bachelor;wo bachelor;23;59;11;72;15;58;23;61;15;70
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56860;B Biologie;voltijd onderwijs;bachelor;wo bachelor;52;55;52;46;67;53;35;50;44;48
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56868;B Voeding en Gezondheid;voltijd onderwijs;bachelor;wo bachelor;8;89;12;79;15;100;13;77;15;124
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56968;B Bodem, Water, Atmosfeer;voltijd onderwijs;bachelor;wo bachelor;41;24;38;20;54;18;30;18;35;13
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56973;B Levensmiddelentechnologie;voltijd onderwijs;bachelor;wo bachelor;24;36;20;43;16;37;29;50;31;57
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);59304;B Moleculaire Levenswetenschappen;voltijd onderwijs;bachelor;wo bachelor;19;13;23;18;13;15;15;16;21;18
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60100;M Earth and Environment;voltijd onderwijs;master;wo master;13;10;21;16;30;15;21;20;39;26
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60101;M Hydrology and Water Quality;voltijd onderwijs;master;wo master;14;9;2;4;1;4;0;0;0;0
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60102;M Meteorology and Air Quality;voltijd onderwijs;master;wo master;3;0;0;0;0;0;0;0;0;0
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60103;M Development and Rural Innovation;voltijd onderwijs;master;wo master;5;12;9;8;5;5;9;12;9;7
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60104;M International Land- and Water Management;voltijd onderwijs;master;wo master;15;11;21;15;17;19;24;19;34;15
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60105;M Plant Biotechnology;voltijd onderwijs;master;wo master;11;8;15;11;23;20;18;13;20;9
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60106;M Bioinformatics;voltijd onderwijs;master;wo master;10;1;7;1;12;3;15;7;15;6
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60107;M Climate Studies;voltijd onderwijs;master;wo master;4;8;10;5;16;5;10;6;17;9
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60108;M Geo-information Science;voltijd onderwijs;master;wo master;17;5;23;8;16;13;20;10;17;7
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60109;M Food Quality Management;voltijd onderwijs;master;wo master;6;21;7;13;9;17;14;26;4;23
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60110;M Urban Environmental Management;voltijd onderwijs;master;wo master;11;13;10;14;15;25;21;23;23;22
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60111;M Leisure, Tourism and Environment;voltijd onderwijs;master;wo master;11;11;5;14;4;27;6;13;2;19
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60112;M Food Safety;voltijd onderwijs;master;wo master;9;34;10;36;14;36;13;39;13;49
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60303;M Molecular Life Sciences;voltijd onderwijs;master;wo master;11;11;15;18;16;22;22;16;23;24
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60804;M Aquaculture and Marine Resource Management;voltijd onderwijs;master;wo master;17;7;22;9;12;11;12;13;20;17
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60810;M Environmental Sciences;voltijd onderwijs;master;wo master;47;36;44;38;59;69;37;55;48;71
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66219;M Forest and Nature Conservation;voltijd onderwijs;master;wo master;41;30;30;32;37;28;37;43;46;35
Gelderland;289;WAGENINGEN;reguliere inst.;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66652;M Communication, Health and Life Sciences;voltijd onderwijs;master;wo master;1;8;2;20;4;25;7;44;5;64
